customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_admin_tickets,num_tech_tickets,churn
CHURN03688,Female,0,No,Yes,42,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,138.17,6633.2,1,11,No
CHURN03689,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,169.0,12740.8,10,12,Yes
CHURN03690,Male,1,Yes,No,25,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,130.6,2915.07,6,5,No
CHURN03691,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card,38.2,1877.25,6,13,No
CHURN03692,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,177.16,12578.09,8,13,No
CHURN03693,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,40.38,2377.49,8,1,No
CHURN03694,Female,0,Yes,Yes,16,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,50.99,907.67,1,12,No
CHURN03695,Male,1,Yes,Yes,33,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer,137.79,4416.36,5,0,No
CHURN03696,Male,0,No,No,8,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,162.46,1478.25,4,7,Yes
CHURN03697,Male,1,Yes,Yes,22,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Credit card,44.51,850.76,3,0,No
CHURN03698,Female,0,No,Yes,31,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,136.71,4277.6,9,0,Yes
CHURN03699,Female,0,No,Yes,63,No,Yes,No,No,No internet service,No,Yes,No,No,One year,No,Bank transfer,140.01,10496.81,5,13,Yes
CHURN03700,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,101.73,4579.37,7,12,Yes
CHURN03701,Female,0,No,Yes,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,94.58,3121.44,10,6,Yes
CHURN03702,Male,0,Yes,No,24,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,162.24,4253.66,0,1,Yes
CHURN03703,Female,1,Yes,Yes,70,No,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,89.21,7328.39,10,1,No
CHURN03704,Male,0,Yes,Yes,63,No,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,160.92,9974.4,6,14,Yes
CHURN03705,Male,1,No,No,71,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,160.75,11539.73,3,12,No
CHURN03706,Male,1,Yes,No,66,No,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Bank transfer,37.67,2003.88,7,5,No
CHURN03707,Female,0,No,Yes,64,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card,126.21,9300.86,7,3,No
CHURN03708,Female,1,No,Yes,12,No,No,No,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer,61.37,872.23,4,9,No
CHURN03709,Female,0,No,Yes,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,36.09,2068.84,4,9,No
CHURN03710,Female,0,No,Yes,44,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Mailed check,178.36,7806.52,0,10,No
CHURN03711,Male,1,No,No,57,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.78,5545.9,4,13,Yes
CHURN03712,Female,0,Yes,No,16,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,161.8,2416.6,7,6,No
CHURN03713,Male,1,Yes,No,67,No,No,No,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer,189.39,11452.67,8,12,No
CHURN03714,Male,0,No,Yes,39,Yes,No phone service,No,No,No internet service,No internet service,No,No,No,Two year,No,Credit card,20.28,751.99,3,6,No
CHURN03715,Male,1,No,Yes,64,No,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,175.46,12709.86,6,11,No
CHURN03716,Male,1,No,No,62,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer,44.64,2433.01,4,12,No
CHURN03717,Male,0,No,No,56,No,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,140.5,6930.54,4,0,Yes
CHURN03718,Male,1,Yes,No,42,No,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,93.88,4002.61,4,14,No
CHURN03719,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,152.68,2146.98,0,10,Yes
CHURN03720,Male,1,Yes,Yes,12,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,27.7,286.84,6,8,No
CHURN03721,Female,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,166.16,8152.69,5,15,No
CHURN03722,Male,1,Yes,No,52,No,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Electronic check,198.17,8637.04,4,6,No
CHURN03723,Male,1,No,Yes,36,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,77.56,2367.7,0,10,No
CHURN03724,Female,0,Yes,No,46,Yes,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,74.74,4113.99,1,15,No
CHURN03725,Male,0,No,No,29,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,187.7,5513.91,8,6,Yes
CHURN03726,Male,0,Yes,Yes,16,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,108.03,1459.77,4,11,No
CHURN03727,Male,1,Yes,No,70,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,64.3,4099.79,1,13,No
CHURN03728,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,168.21,8668.62,5,3,No
CHURN03729,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer,192.64,5505.36,2,3,No
CHURN03730,Male,0,Yes,No,22,No,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,122.64,3097.19,5,8,Yes
CHURN03731,Male,0,Yes,No,67,No,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Two year,No,Electronic check,179.95,10919.28,10,4,No
CHURN03732,Male,0,No,Yes,48,No,No phone service,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,115.7,4997.18,0,3,No
CHURN03733,Male,0,No,No,36,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,21.75,792.36,6,6,Yes
CHURN03734,Male,0,No,No,21,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Credit card,124.87,2286.98,4,4,No
CHURN03735,Male,1,Yes,No,29,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,122.32,3012.74,8,12,Yes
CHURN03736,Male,0,No,No,49,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer,28.67,1684.65,6,0,No
CHURN03737,Male,0,No,No,19,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,83.74,1707.99,8,7,Yes
CHURN03738,Male,0,Yes,No,16,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card,102.88,1906.26,10,0,No
CHURN03739,Female,0,Yes,Yes,12,No,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,169.69,2103.05,5,10,Yes
CHURN03740,Female,0,No,No,68,No,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,175.65,13020.93,2,8,No
CHURN03741,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,91.41,5696.9,3,10,No
CHURN03742,Male,1,No,Yes,66,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,182.49,11177.06,2,8,Yes
CHURN03743,Male,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,100.09,2946.17,0,2,No
CHURN03744,Male,0,Yes,No,11,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,63.22,776.66,9,13,No
CHURN03745,Male,0,Yes,No,62,No,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,66.53,3356.22,10,12,No
CHURN03746,Female,1,Yes,No,27,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,193.98,4584.08,7,15,Yes
CHURN03747,Female,0,Yes,No,39,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,189.36,6699.78,8,2,No
CHURN03748,Female,0,Yes,Yes,34,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer,184.63,6943.88,4,15,No
CHURN03749,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card,126.85,1189.45,10,5,Yes
CHURN03750,Male,1,Yes,No,7,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,147.95,860.84,8,13,Yes
CHURN03751,Female,0,Yes,No,38,No,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,109.13,3741.21,10,7,No
CHURN03752,Male,0,No,No,70,No,No,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,39.46,2925.82,1,12,No
CHURN03753,Female,0,Yes,Yes,48,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card,148.06,6284.79,5,12,No
CHURN03754,Male,1,No,No,61,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Credit card,95.83,5280.02,7,9,No
CHURN03755,Male,1,Yes,Yes,59,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,38.07,2382.53,7,9,No
CHURN03756,Male,0,Yes,No,27,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,118.63,2723.3,1,0,No
CHURN03757,Male,0,No,No,62,Yes,No phone service,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,46.81,2688.59,6,13,No
CHURN03758,Male,0,No,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,188.87,176.41,1,8,No
CHURN03759,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card,112.85,3257.86,10,13,Yes
CHURN03760,Female,1,No,No,41,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,33.55,1108.01,0,12,No
CHURN03761,Female,0,No,No,27,No,No,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,99.07,2851.9,6,0,No
CHURN03762,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,193.76,15540.08,9,1,No
CHURN03763,Female,0,Yes,No,23,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,158.22,3213.9,9,11,No
CHURN03764,Female,1,No,Yes,22,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer,73.47,1764.66,7,8,No
CHURN03765,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,53.02,2629.02,0,10,Yes
CHURN03766,Male,0,Yes,No,4,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,75.04,304.97,8,11,Yes
CHURN03767,Female,0,No,Yes,51,Yes,No,No,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,129.54,6662.47,8,0,No
CHURN03768,Female,1,Yes,Yes,23,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,48.58,1125.33,0,2,No
CHURN03769,Male,0,Yes,No,18,Yes,No,No,Yes,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,65.13,1003.04,6,5,Yes
CHURN03770,Male,0,Yes,No,52,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,84.75,4828.99,8,5,No
CHURN03771,Female,1,Yes,No,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,91.91,4105.16,1,5,Yes
CHURN03772,Female,0,No,No,16,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,74.98,1004.34,9,10,No
CHURN03773,Female,0,No,Yes,14,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Credit card,133.81,1916.82,1,1,Yes
CHURN03774,Male,0,No,Yes,28,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,136.5,4476.42,7,7,No
CHURN03775,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Bank transfer,24.18,1683.94,8,15,No
CHURN03776,Female,0,Yes,No,33,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,176.06,5030.4,1,10,Yes
CHURN03777,Female,0,No,Yes,49,No,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,197.14,9427.82,6,8,No
CHURN03778,Male,0,No,Yes,42,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,81.7,3315.97,6,2,Yes
CHURN03779,Male,0,No,No,45,No,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Bank transfer,68.69,3212.31,7,13,No
CHURN03780,Female,0,No,No,35,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,96.25,2761.24,7,7,No
CHURN03781,Female,0,Yes,Yes,51,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,79.71,3296.12,10,12,No
CHURN03782,Female,1,No,No,55,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,63.23,3206.14,8,10,No
CHURN03783,Female,0,No,Yes,63,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,161.65,8452.31,5,13,No
CHURN03784,Female,0,No,Yes,1,No,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer,34.89,40.32,0,11,Yes
CHURN03785,Male,0,Yes,Yes,54,No,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,192.32,12378.46,8,6,No
CHURN03786,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,150.23,3628.98,1,4,Yes
CHURN03787,Male,1,No,Yes,7,No,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,100.79,744.59,9,5,Yes
CHURN03788,Male,0,No,Yes,3,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,93.01,264.85,6,5,Yes
CHURN03789,Male,1,Yes,Yes,5,No,Yes,No,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,120.6,546.96,9,3,Yes
CHURN03790,Female,0,Yes,No,29,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,192.86,5571.87,4,2,No
CHURN03791,Female,0,Yes,No,15,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,134.65,2281.04,0,6,Yes
CHURN03792,Female,0,Yes,Yes,64,No,No,No,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer,66.42,3690.38,10,14,No
CHURN03793,Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,120.86,1965.1,8,10,No
CHURN03794,Female,1,Yes,No,27,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,62.88,1419.22,7,6,No
CHURN03795,Male,0,No,Yes,49,Yes,No,No,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,112.77,5407.19,0,7,No
CHURN03796,Male,0,Yes,No,35,Yes,No,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer,32.3,948.87,7,11,No
CHURN03797,Female,0,No,No,9,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Credit card,87.33,908.15,0,0,No
CHURN03798,Female,0,Yes,No,49,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.78,2827.94,0,9,Yes
CHURN03799,Female,0,No,Yes,26,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,71.16,1810.79,6,14,No
CHURN03800,Female,1,Yes,Yes,62,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card,57.92,3127.74,4,2,No
CHURN03801,Female,0,No,No,11,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,132.19,1503.87,0,4,Yes
CHURN03802,Male,1,No,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,43.11,1003.48,8,11,No
CHURN03803,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card,26.56,1294.7,5,10,No
CHURN03804,Male,0,Yes,No,17,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,76.62,1518.21,1,0,No
CHURN03805,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,92.59,84.86,5,10,No
CHURN03806,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,169.13,4711.0,2,9,No
CHURN03807,Female,0,Yes,No,41,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card,125.02,5860.32,3,2,Yes
CHURN03808,Female,0,No,No,51,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,113.14,5597.3,4,5,No
CHURN03809,Male,1,Yes,Yes,1,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card,140.82,140.36,0,3,No
CHURN03810,Female,1,No,No,57,Yes,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,28.11,1779.69,6,10,No
CHURN03811,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,116.85,7380.43,4,3,No
CHURN03812,Male,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Mailed check,80.85,6023.91,8,1,Yes
CHURN03813,Female,0,Yes,No,29,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,75.17,2064.25,2,15,No
CHURN03814,Male,0,No,Yes,4,No,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,76.85,274.62,8,12,Yes
CHURN03815,Female,1,No,Yes,69,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.35,5867.71,5,6,Yes
CHURN03816,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,185.18,10723.44,7,15,No
CHURN03817,Male,0,Yes,No,49,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,101.75,5855.55,0,5,Yes
CHURN03818,Female,0,No,No,2,No,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,166.41,334.26,3,15,Yes
CHURN03819,Female,0,Yes,Yes,51,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,33.88,1990.91,2,12,No
CHURN03820,Male,0,No,Yes,50,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Credit card,80.91,3303.55,8,9,No
CHURN03821,Female,1,Yes,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,21.25,20.11,7,4,Yes
CHURN03822,Male,1,Yes,Yes,26,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,114.79,3057.87,7,14,No
CHURN03823,Female,1,No,Yes,57,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,21.93,1392.32,8,12,Yes
CHURN03824,Female,0,No,Yes,32,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card,69.6,2030.9,10,7,No
CHURN03825,Male,0,Yes,Yes,35,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,67.74,2508.04,5,14,No
CHURN03826,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,190.74,11290.04,6,5,No
CHURN03827,Female,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card,27.58,131.28,7,9,No
CHURN03828,Male,0,No,Yes,39,No,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,198.61,9257.65,4,7,Yes
CHURN03829,Female,0,No,Yes,52,No,No,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,147.48,8368.78,3,0,Yes
CHURN03830,Male,0,Yes,No,59,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,36.2,1932.99,0,4,No
CHURN03831,Male,0,Yes,No,3,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card,83.54,283.18,10,10,No
CHURN03832,Male,1,No,No,72,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,184.85,15581.14,3,0,No
CHURN03833,Male,1,Yes,No,58,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,105.94,5254.92,0,2,No
CHURN03834,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,142.22,1532.74,2,14,Yes
CHURN03835,Female,1,No,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Credit card,87.17,4622.24,7,11,No
CHURN03836,Male,0,No,Yes,46,No,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,128.84,4844.69,1,7,Yes
CHURN03837,Male,0,Yes,No,48,No,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,164.68,7563.12,7,6,No
CHURN03838,Female,1,Yes,Yes,70,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,134.52,10404.87,6,9,No
CHURN03839,Female,0,Yes,No,59,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,191.6,9058.35,8,9,No
CHURN03840,Female,0,No,Yes,64,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Bank transfer,160.0,12237.52,8,14,No
CHURN03841,Male,0,No,Yes,17,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,172.73,2619.74,6,0,Yes
CHURN03842,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,173.33,5444.16,5,2,No
CHURN03843,Female,0,Yes,No,13,No,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,50.72,781.39,3,1,No
CHURN03844,Female,0,No,No,17,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,177.68,2803.23,3,2,Yes
CHURN03845,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,193.64,6716.33,3,0,No
CHURN03846,Male,0,No,No,40,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,181.27,7499.2,3,12,No
CHURN03847,Male,0,Yes,Yes,13,No,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,179.84,2574.42,4,6,No
CHURN03848,Female,0,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card,102.98,5043.69,10,7,No
CHURN03849,Male,1,No,Yes,14,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,67.51,995.43,9,11,No
CHURN03850,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,57.01,239.71,0,6,Yes
CHURN03851,Male,1,No,No,23,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,133.12,2528.98,7,13,No
CHURN03852,Female,0,Yes,No,1,No,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,41.42,36.69,0,7,Yes
CHURN03853,Female,1,Yes,No,72,No,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,53.23,3946.87,4,1,No
CHURN03854,Male,0,Yes,No,44,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,119.26,5717.67,6,10,Yes
CHURN03855,Male,0,No,No,22,No,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,60.5,1180.65,5,2,No
CHURN03856,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,89.36,4919.81,1,8,No
